"title","journal","authors","abstract","doi_link","year"
"Demonstrating Attachment‐Based Family Therapy for Transgender and Gender Diverse Youth with Suicidal Thoughts and Behavior: A Case Study","Family process","Russon, J., Smithee, L., Simpson, S., Levy, S., Diamond, G.","Russon, J., Smithee, L., Simpson, S., Levy, S., Diamond, G.
(2022)
  Demonstrating Attachment‐Based Family Therapy for Transgender and Gender Diverse Youth with Suicidal Thoughts and Behavior: A Case Study.
    Family process","Russon, J., Smithee, L., Simpson, S., Levy, S., Diamond, G.
(2022)
  Demonstrating Attachment‐Based Family Therapy for Transgender and Gender Diverse Youth with Suicidal Thoughts and Behavior: A Case Study.
    Family process",2022
"Clinical and Ethical Considerations in the Treatment of Gender Dysphoric Children and Adolescents: When Doing Less Is Helping More","Journal of Infant, Child, and Adolescent Psychotherapy","Schwartz, D.","Schwartz, D.
(2021)
  Clinical and Ethical Considerations in the Treatment of Gender Dysphoric Children and Adolescents: When Doing Less Is Helping More.
    Journal of Infant, Child, and Adolescent Psychotherapy","Schwartz, D.
(2021)
  Clinical and Ethical Considerations in the Treatment of Gender Dysphoric Children and Adolescents: When Doing Less Is Helping More.
    Journal of Infant, Child, and Adolescent Psychotherapy",2021
"One Size Does Not Fit All: In Support of Psychotherapy for Gender Dysphoria","Archives of Sexual Behavior","D’Angelo, R., Syrulnik, E., Ayad, S., Marchiano, L., Kenny, D. T., Clarke, P.","D’Angelo, R., Syrulnik, E., Ayad, S., Marchiano, L., Kenny, D. T., Clarke, P.
(2020)
  One Size Does Not Fit All: In Support of Psychotherapy for Gender Dysphoria.
    Archives of Sexual Behavior","D’Angelo, R., Syrulnik, E., Ayad, S., Marchiano, L., Kenny, D. T., Clarke, P.
(2020)
  One Size Does Not Fit All: In Support of Psychotherapy for Gender Dysphoria.
    Archives of Sexual Behavior",2020
"The complexity of childhood gender dysphoria","Australasian Psychiatry","D’Angelo, R.","D’Angelo, R.
(2020)
  The complexity of childhood gender dysphoria.
    Australasian Psychiatry","D’Angelo, R.
(2020)
  The complexity of childhood gender dysphoria.
    Australasian Psychiatry",2020
"‘Taking the lid off the box’: The value of extended clinical assessment for adolescents presenting with gender identity difficulties","Clinical Child Psychology and Psychiatry","Churcher Clarke, A., Spiliadis, A.","Churcher Clarke, A., Spiliadis, A.
(2019)
  ‘Taking the lid off the box’: The value of extended clinical assessment for adolescents presenting with gender identity difficulties.
    Clinical Child Psychology and Psychiatry","Churcher Clarke, A., Spiliadis, A.
(2019)
  ‘Taking the lid off the box’: The value of extended clinical assessment for adolescents presenting with gender identity difficulties.
    Clinical Child Psychology and Psychiatry",2019
"Towards a gender exploratory model: Slowing things down, opening things up and exploring identity development","Metalogos Systemic Therapy Journal","Spiliadis, A.","Spiliadis, A.
(2019)
  Towards a gender exploratory model: Slowing things down, opening things up and exploring identity development.
    Metalogos Systemic Therapy Journal","Spiliadis, A.
(2019)
  Towards a gender exploratory model: Slowing things down, opening things up and exploring identity development.
    Metalogos Systemic Therapy Journal",2019
"Gender/ed identities: an overview of our current work as child psychotherapists in the Gender Identity Development Service","Journal of Child Psychotherapy","Bonfatto, M., Crasnow, E.","Bonfatto, M., Crasnow, E.
(2018)
  Gender/ed identities: an overview of our current work as child psychotherapists in the Gender Identity Development Service.
    Journal of Child Psychotherapy","Bonfatto, M., Crasnow, E.
(2018)
  Gender/ed identities: an overview of our current work as child psychotherapists in the Gender Identity Development Service.
    Journal of Child Psychotherapy",2018
"Psychotherapy for gender identity disorders","Advances in Psychiatric Treatment","Hakeem, A.","Hakeem, A.
(2012)
  Psychotherapy for gender identity disorders.
    Advances in Psychiatric Treatment","Hakeem, A.
(2012)
  Psychotherapy for gender identity disorders.
    Advances in Psychiatric Treatment",2012
"Cognitive-Behavioral Treatment of Gender Dysphoria in Youth: Opportunities, Challenges, and Responsibilities","Current Opinion in Psychology","Bailey, J. M., Zucker, K. J.","Bailey, J. M., Zucker, K. J.
()
  Cognitive-Behavioral Treatment of Gender Dysphoria in Youth: Opportunities, Challenges, and Responsibilities.
    Current Opinion in Psychology","Bailey, J. M., Zucker, K. J.
()
  Cognitive-Behavioral Treatment of Gender Dysphoria in Youth: Opportunities, Challenges, and Responsibilities.
    Current Opinion in Psychology",NA
"History of and evidence for puberty suppression as intervention for children experiencing gender dysphoria","The Medico-Legal Journal","Biggs, M.","Biggs, M.
(2025)
  History of and evidence for puberty suppression as intervention for children experiencing gender dysphoria.
    The Medico-Legal Journal","Biggs, M.
(2025)
  History of and evidence for puberty suppression as intervention for children experiencing gender dysphoria.
    The Medico-Legal Journal",2025
"Gender Identity Disorder in Young Boys: A Parent- and Peer-Based Treatment Protocol","Clinical Child Psychology and Psychiatry","Meyer-Bahlburg, H. F. L.","Meyer-Bahlburg, H. F. L.
(2002)
  Gender Identity Disorder in Young Boys: A Parent- and Peer-Based Treatment Protocol.
    Clinical Child Psychology and Psychiatry","Meyer-Bahlburg, H. F. L.
(2002)
  Gender Identity Disorder in Young Boys: A Parent- and Peer-Based Treatment Protocol.
    Clinical Child Psychology and Psychiatry",2002
"Early effeminate behavior in boys: Outcome and significance for homosexuality","Journal of Nervous and Mental Disease","Zuger, B.","Zuger, B.
(1984)
  Early effeminate behavior in boys: Outcome and significance for homosexuality.
    Journal of Nervous and Mental Disease","Zuger, B.
(1984)
  Early effeminate behavior in boys: Outcome and significance for homosexuality.
    Journal of Nervous and Mental Disease",1984
"Transexuality and psychotherapy","Tijdschrift Voor Psychotherapie","Cohen-Kettenis, P., Kuiper, B.","Cohen-Kettenis, P., Kuiper, B.
(1984)
  Transexuality and psychotherapy.
    Tijdschrift Voor Psychotherapie","Cohen-Kettenis, P., Kuiper, B.
(1984)
  Transexuality and psychotherapy.
    Tijdschrift Voor Psychotherapie",1984
"Expressive Psychotherapy With Gender Dysphoric Patients","Archives of General Psychiatry","Lothstein, L. M., Levine, S. B.","Lothstein, L. M., Levine, S. B.
(1981)
  Expressive Psychotherapy With Gender Dysphoric Patients.
    Archives of General Psychiatry","Lothstein, L. M., Levine, S. B.
(1981)
  Expressive Psychotherapy With Gender Dysphoric Patients.
    Archives of General Psychiatry",1981
"Transsexualism or the Gender Dysphoria Syndromes","Journal of Sex & Marital Therapy","Levine, S. B., Lothstein, L.","Levine, S. B., Lothstein, L.
(1981)
  Transsexualism or the Gender Dysphoria Syndromes.
    Journal of Sex & Marital Therapy","Levine, S. B., Lothstein, L.
(1981)
  Transsexualism or the Gender Dysphoria Syndromes.
    Journal of Sex & Marital Therapy",1981
"Homosexual outcome of discordant gender identity/role in childhood: Longitudinal follow-up","Journal of Pediatric Psychology","Money, J., Russo, A. J.","Money, J., Russo, A. J.
(1979)
  Homosexual outcome of discordant gender identity/role in childhood: Longitudinal follow-up.
    Journal of Pediatric Psychology","Money, J., Russo, A. J.
(1979)
  Homosexual outcome of discordant gender identity/role in childhood: Longitudinal follow-up.
    Journal of Pediatric Psychology",1979
"Psychotherapy for transsexual candidates screened out of surgery","Archives of Sexual Behavior","Morgan, A. J.","Morgan, A. J.
(1978)
  Psychotherapy for transsexual candidates screened out of surgery.
    Archives of Sexual Behavior","Morgan, A. J.
(1978)
  Psychotherapy for transsexual candidates screened out of surgery.
    Archives of Sexual Behavior",1978
"Gender identity change in a female adolescent transsexual","Archives of Sexual Behavior","Davenport, C. W., Harrison, S. I.","Davenport, C. W., Harrison, S. I.
(1977)
  Gender identity change in a female adolescent transsexual.
    Archives of Sexual Behavior","Davenport, C. W., Harrison, S. I.
(1977)
  Gender identity change in a female adolescent transsexual.
    Archives of Sexual Behavior",1977
"Deviant Gender-Role Behavior in Children: Relation to Homosexuality","Pediatrics","Bakwin, H.","Bakwin, H.
(1968)
  Deviant Gender-Role Behavior in Children: Relation to Homosexuality.
    Pediatrics","Bakwin, H.
(1968)
  Deviant Gender-Role Behavior in Children: Relation to Homosexuality.
    Pediatrics",1968
"Why There Are Exactly Two Sexes","Archives of Sexual Behavior","Wright, C. M.","Wright, C. M.
(2025)
  Why There Are Exactly Two Sexes.
    Archives of Sexual Behavior","Wright, C. M.
(2025)
  Why There Are Exactly Two Sexes.
    Archives of Sexual Behavior",2025
"Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care","Hormone Research in Paediatrics","Lee, P. A., Nordenström, A., Houk, C. P., Ahmed, S. F., Auchus, R., Baratz, A., Baratz Dalke, K., Liao, L. M., Lin-Su, K., …, and the Global DSD Update Consortium","Lee, P. A., Nordenström, A., Houk, C. P., Ahmed, S. F., Auchus, R., Baratz, A., Baratz Dalke, K., Liao, L. M., Lin-Su, K., …, and the Global DSD Update Consortium
(2016)
  Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care.
    Hormone Research in Paediatrics","Lee, P. A., Nordenström, A., Houk, C. P., Ahmed, S. F., Auchus, R., Baratz, A., Baratz Dalke, K., Liao, L. M., Lin-Su, K., …, and the Global DSD Update Consortium
(2016)
  Global Disorders of Sex Development Update since 2006: Perceptions, Approach and Care.
    Hormone Research in Paediatrics",2016
"Consensus Statement on Management of Intersex Disorders","PEDIATRICS","Lee, P. A., Houk, C. P., Ahmed, S. F., Hughes, I. A., in collaboration with the participants in the International Consensus Conference on Intersex organized by the Lawson Wilkins Pediatric Endocrine Society and the European Society for Paediatric Endocrinology","Lee, P. A., Houk, C. P., Ahmed, S. F., Hughes, I. A., in collaboration with the participants in the International Consensus Conference on Intersex organized by the Lawson Wilkins Pediatric Endocrine Society and the European Society for Paediatric Endocrinology
(2006)
  Consensus Statement on Management of Intersex Disorders.
    PEDIATRICS","Lee, P. A., Houk, C. P., Ahmed, S. F., Hughes, I. A., in collaboration with the participants in the International Consensus Conference on Intersex organized by the Lawson Wilkins Pediatric Endocrine Society and the European Society for Paediatric Endocrinology
(2006)
  Consensus Statement on Management of Intersex Disorders.
    PEDIATRICS",2006
"Genetic and Environmental Influences on Sexual Orientation: Moderation by Childhood Gender Nonconformity and Early-Life Adversity","Archives of Sexual Behavior","Oginni, O. A., Alanko, K., Jern, P., Rijsdijk, F. V.","Oginni, O. A., Alanko, K., Jern, P., Rijsdijk, F. V.
(2024)
  Genetic and Environmental Influences on Sexual Orientation: Moderation by Childhood Gender Nonconformity and Early-Life Adversity.
    Archives of Sexual Behavior","Oginni, O. A., Alanko, K., Jern, P., Rijsdijk, F. V.
(2024)
  Genetic and Environmental Influences on Sexual Orientation: Moderation by Childhood Gender Nonconformity and Early-Life Adversity.
    Archives of Sexual Behavior",2024
"Gender dysphoria in twins: a register-based population study","Scientific Reports","Karamanis, G., Karalexi, M., White, R., Frisell, T., Isaksson, J., Skalkidou, A., Papadopoulos, F. C.","Karamanis, G., Karalexi, M., White, R., Frisell, T., Isaksson, J., Skalkidou, A., Papadopoulos, F. C.
(2022)
  Gender dysphoria in twins: a register-based population study.
    Scientific Reports","Karamanis, G., Karalexi, M., White, R., Frisell, T., Isaksson, J., Skalkidou, A., Papadopoulos, F. C.
(2022)
  Gender dysphoria in twins: a register-based population study.
    Scientific Reports",2022
"The impact of suppressing puberty on neuropsychological function: A review","Acta Paediatrica","Baxendale, S.","Baxendale, S.
(2024)
  The impact of suppressing puberty on neuropsychological function: A review.
    Acta Paediatrica","Baxendale, S.
(2024)
  The impact of suppressing puberty on neuropsychological function: A review.
    Acta Paediatrica",2024
"Maturation of the adolescent brain","Neuropsychiatric Disease and Treatment","Arain, M., Haque, M., Johal, L., Mathur, P., Nel, W., Rais, A., Sandhu, R., Sharma, S.","Arain, M., Haque, M., Johal, L., Mathur, P., Nel, W., Rais, A., Sandhu, R., Sharma, S.
(2013)
  Maturation of the adolescent brain.
    Neuropsychiatric Disease and Treatment","Arain, M., Haque, M., Johal, L., Mathur, P., Nel, W., Rais, A., Sandhu, R., Sharma, S.
(2013)
  Maturation of the adolescent brain.
    Neuropsychiatric Disease and Treatment",2013
"Strength, power and aerobic capacity of transgender athletes: a cross-sectional study","British Journal of Sports Medicine","Hamilton, B., Brown, A., Montagner-Moraes, S., Comeras-Chueca, C., Bush, P. G., Guppy, F. M., Pitsiladis, Y. P.","Hamilton, B., Brown, A., Montagner-Moraes, S., Comeras-Chueca, C., Bush, P. G., Guppy, F. M., Pitsiladis, Y. P.
(2024)
  Strength, power and aerobic capacity of transgender athletes: a cross-sectional study.
    British Journal of Sports Medicine","Hamilton, B., Brown, A., Montagner-Moraes, S., Comeras-Chueca, C., Bush, P. G., Guppy, F. M., Pitsiladis, Y. P.
(2024)
  Strength, power and aerobic capacity of transgender athletes: a cross-sectional study.
    British Journal of Sports Medicine",2024
"Hormonal Basis of Biological Sex Differences in Human Athletic Performance","Endocrinology","Senefeld, J. W., Hunter, S. K.","Senefeld, J. W., Hunter, S. K.
(2024)
  Hormonal Basis of Biological Sex Differences in Human Athletic Performance.
    Endocrinology","Senefeld, J. W., Hunter, S. K.
(2024)
  Hormonal Basis of Biological Sex Differences in Human Athletic Performance.
    Endocrinology",2024
"Effective Communication About Pregnancy, Birth, Lactation, Breastfeeding and Newborn Care: The Importance of Sexed Language","Frontiers in Global Women's Health","Gribble, K. D., Bewley, S., Bartick, M. C., Mathisen, R., Walker, S., Gamble, J., Bergman, N. J., Gupta, A., Hocking, J. J., Dahlen, H. G.","Gribble, K. D., Bewley, S., Bartick, M. C., Mathisen, R., Walker, S., Gamble, J., Bergman, N. J., Gupta, A., Hocking, J. J., Dahlen, H. G.
(2022)
  Effective Communication About Pregnancy, Birth, Lactation, Breastfeeding and Newborn Care: The Importance of Sexed Language.
    Frontiers in Global Women's Health","Gribble, K. D., Bewley, S., Bartick, M. C., Mathisen, R., Walker, S., Gamble, J., Bergman, N. J., Gupta, A., Hocking, J. J., Dahlen, H. G.
(2022)
  Effective Communication About Pregnancy, Birth, Lactation, Breastfeeding and Newborn Care: The Importance of Sexed Language.
    Frontiers in Global Women's Health",2022
